


Lender Transaction-Level Detail Report -- Institution
Reporting Period	September 2022

Institution	Sample Data
Symbol	XXX

Institution Name	Institution Symbol	Institution State	Library Type	Requests Received	Requests From WorldCat	Requests Canceled	Requests Filled	Requests Filled (Loan)	Requests Filled (Copy)	Requests Unfilled	Electronic Link	Average Turnaround Time For Filled Requests (dd:hh:mm)	Average Turnaround Time For Loan Filled Requests (dd:hh:mm)	Average Turnaround Time For Copy Filled Requests (dd:hh:mm)
TOPEKA & SHAWNEE CNTY PUB LIBR	KTP	KS	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
TRINITY COLL LIBR	TYC	CT	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
TROY UNIV LIBR	ADA	AL	Academic	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
TRUCKEE MEADOWS COMMUN COL	NTF	NV	Junior, Community, Technical Colleges	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TUALATIN PUB LIBR	OQS	OR	Public	5	5	0	3	3	0	2	0	0:00:00	0:00:00	0:00:00
TUFTS UNIV	TFW	MA	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
TWIN FALLS PUB LIBR	Y#4	ID	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
TWIN RIVERS CORRECTIONS CTR LIBR	Z72	WA	State or Municipal Governments	8	8	0	5	5	0	3	0	1:09:36	1:09:36	0:00:00
TYE PRESTON MEM LIBR	TYPML	TX	Public	2	0	0	1	1	0	2	0	3:00:00	3:00:00	0:00:00
TYLER PUB LIBR	QT7	TX	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UINTAH CNTY LIBR	UINTA	UT	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNALASKA PUB LIBR	X@8	AK	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ALABAMA IN HUNTSVILLE LIBR	MWR	AL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ARIZONA	AZU	AZ	Major Academic Research	5	5	0	0	0	0	5	0	0:00:00	0:00:00	0:00:00
UNIV OF BALTIMORE	BAL	MD	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALGARY LIBR	UAU	AB	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA BERKELEY LIBR	CUY	CA	Academic	23	23	0	9	9	0	15	0	1:00:00	1:00:00	0:00:00
UNIV OF CALIFORNIA, DAVIS, SHIELDS LIBR	CUV	CA	Major Academic Research	4	4	0	0	0	0	4	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, IRVINE	CUI	CA	Major Academic Research	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, LOS ANGELES	CLU	CA	Academic	28	28	0	4	4	0	24	0	0:18:00	0:18:00	0:00:00
UNIV OF CALIFORNIA, MERCED	MERUC	CA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CALIFORNIA, RIVERSIDE	CRU	CA	Major Academic Research	6	6	0	2	2	0	4	0	0:00:00	0:00:00	0:00:00
UNIV OF CENT FLORIDA LIBR	FTU	FL	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF CENT OKLAHOMA	OKX	OK	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF CHICAGO	CGU	IL	Major Academic Research	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF DELAWARE	DLM	DE	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF DENVER UNIV LIBR	DVP	CO	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF ESSEX	EUE	EU	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF EVANSVILLE LIBR	IUE	IN	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF FLORIDA	FUG	FL	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF HAWAII AT MANOA LIBR	HUH	HI	Academic	2	2	0	1	1	0	1	0	1:00:00	1:00:00	0:00:00
UNIV OF HOUSTON	TXH	TX	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF IDAHO LIBR	NTD	ID	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF IOWA LIBR	NUI	IA	Major Academic Research	2	2	0	1	1	0	1	0	3:00:00	3:00:00	0:00:00
UNIV OF KENTUCKY LAW LIBR	KNE	KY	Law Libraries	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF LOUISVILLE	KLG	KY	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF MARYLAND, COL PARK	UMC	MD	Academic	35	35	0	9	9	0	26	0	2:05:17	2:05:17	0:00:00
UNIV OF MASSACHUSETTS AMHERST	AUM	MA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF MONTANA, MANSFIELD LIBR	MTG	MT	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA CHARLOTTE	NKM	NC	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF N CAROLINA, CHAPEL HILL	NOC	NC	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF N TEXAS	INT	TX	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF NEVADA RENO	NNY	NV	Academic	1	1	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
UNIV OF NEW ENGLAND	UNB	ME	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEW HAMPSHIRE	NHM	NH	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF NEW S WALES	LJ1	AS	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF OKLAHOMA	OKU	OK	Major Academic Research	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF OREGON LIBR	ORU	OR	Academic	6	6	0	1	1	0	5	0	1:00:00	1:00:00	0:00:00
UNIV OF PITTSBURGH	PIT	PA	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF PITTSBURGH HEALTH SCI LIBR	PFM	PA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF S CAROLINA	SUC	SC	Major Academic Research	4	4	0	2	2	0	2	0	0:12:00	0:12:00	0:00:00
UNIV OF SOUTHERN CALIFORNIA	CSL	CA	Academic	11	11	0	1	1	0	10	0	0:00:00	0:00:00	0:00:00
UNIV OF TASMANIA LIBR	LT0	AS	Academic	1	1	0	1	0	1	0	0	3:00:00	0:00:00	3:00:00
UNIV OF TEXAS AT AUSTIN	IXA	TX	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF TEXAS AT SAN ANTONIO	TXJ	TX	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF TEXAS AT TYLER	TEX	TX	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF THE WEST	HLQ	CA	Academic	1	1	1	0	0	0	0	0	0:00:00	0:00:00	0:00:00
UNIV OF UTAH	UUM	UT	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF VIRGINIA	VA@	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF W FLORIDA	FWA	FL	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF WASHINGTON LIBR	WAU	WA	Major Academic Research	18	18	0	4	4	0	14	0	1:06:00	1:06:00	0:00:00
UNIV OF WISCONSIN, EAU CLAIRE	GZE	WI	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, MADISON, GEN LIBR SYS	GZM	WI	Academic	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, PLATTEVILLE	GZV	WI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN, STEVENS POINT	WIS	WI	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UNIV OF WISCONSIN, STOUT	GZS	WI	Academic	5	5	0	1	1	0	4	0	0:00:00	0:00:00	0:00:00
UNIV OF WISCONSIN,SUPERIOR	WIE	WI	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIV OF WYOMING LIBR	WYU	WY	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UNIVERSITEIT UTRECHT	QGJ	EU	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
URBANDALE PUB LIBR	JIU	IA	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
US AIR FORCE, EIELSON BASE LIBR	AYH	AK	Federal/Natl Government	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
UTAH COUN BOOKMOBILE LIBR	UTAHB	UT	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
UTAH STATE UNIV	UUS	UT	Academic	5	5	0	0	0	0	5	0	0:00:00	0:00:00	0:00:00
VANDERBILT UNIV LIBR	TJC	TN	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
VASSAR COL	VXW	NY	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
VERMONT DEPT OF LIBR, PROC CTR	VSS	VT	State or Municipal Governments	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
VERNON AREA PUB LIBR DIST	IV@	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VILLA PARK PUB LIBR	JOW	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VIRGINIA TECH	VPI	VA	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
VITERBO UNIV LIBRARY.	ZR1	WI	Academic	1	1	0	1	0	1	0	0	0:00:00	0:00:00	0:00:00
WALDRON ISLAND SCH LIBR	WISLI	WA	Schools Below College Level	6	6	0	3	3	0	3	0	0:00:00	0:00:00	0:00:00
WALLA WALLA CNTY RURAL LIBR DIST	XVJ	WA	Public	10	10	0	2	2	0	8	0	1:00:00	1:00:00	0:00:00
WARREN NEWPORT PUB LIBR DIST	IHZ	IL	Public	3	3	0	1	1	0	2	0	1:00:00	1:00:00	0:00:00
WASHINGTON & LEE UNIV	VLW	VA	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WASHINGTON CNTY COOP LIBR	OQX	OR	Public	3	3	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
WASHINGTON CORR CTR FOR WOMEN LIBR	Z83	WA	State or Municipal Governments	3	3	0	0	0	0	3	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE LAW LIBR	Z@5	WA	State or Municipal Governments	1	1	0	1	1	0	0	0	3:00:00	3:00:00	0:00:00
WASHINGTON STATE UNIV	NTE	WA	Major Academic Research	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WASHINGTON STATE UNIV LIBR	WS7	WA	Academic	20	20	0	2	0	2	18	7	1:00:00	0:00:00	1:00:00
WASHINGTON STATE UNIV, TRI-CITIES	EI1	WA	Academic	1	1	0	0	0	0	1	1	0:00:00	0:00:00	0:00:00
WASHINGTON UNIV	WTU	MO	Major Academic Research	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WASHOE CNTY LIBR SYST	NUW	NV	Public	4	4	0	3	3	0	1	0	0:07:55	0:07:55	0:00:00
WASILLA PUB LIBR	XZZ	AK	Public	2	2	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WAUCONDA AREA PUB LIBR DIST	DV1	IL	Public	3	3	0	2	2	0	1	0	0:12:00	0:12:00	0:00:00
WEBER STATE UNIV	UUO	UT	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WEBSTER EDEN LIBR	ELW	MO	Theological	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WEBSTER GROVES PUB LIBR	MW2	MO	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WEILL CORNELL MED COL IN QATAR	WCMCQ	ZZ	Academic	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WEST CHICAGO PUB LIBR DIST	JOV	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WEST UNION PUB LIBR	OHWUP	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WEST VIRGINIA UNIV LIBR	WVU	WV	Academic	6	6	0	2	2	0	4	0	0:00:00	0:00:00	0:00:00
WESTCHESTER LIBR SYST	VVW	NY	Public	6	6	0	1	1	0	5	0	2:00:00	2:00:00	0:00:00
WESTERN OKLAHOMA STATE COL LIBR	OUW	OK	Academic	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTERN OREGON UNIV LIBR	WOS	OR	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WESTERN SEMINARY	WBS	OR	Theological	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WESTERN WASHINGTON UNIV	XFF	WA	Academic	5	5	0	0	0	0	5	0	0:00:00	0:00:00	0:00:00
WESTERN WYOMING COMMUN COL	WYR	WY	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
WESTMINSTER COL	MOW	MO	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WETHERSFIELD PUB LIBR	GWK	CT	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WHATCOM CNTY LIBR SYST	WC4	WA	Public	56	56	0	31	31	0	24	0	1:08:24	1:08:24	0:00:00
WHEATON COL	ICW	IL	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WHEATON PUB LIBR	JAD	IL	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WHITE OAK LIBR DIST ROMEOVILLE	OI6	IL	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WHITE PINE LIBR COOP	EZW	MI	Public	2	2	0	2	2	0	0	0	0:00:00	0:00:00	0:00:00
WHITMAN CNTY RURAL LIBR DIST	XQU	WA	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00
WHITMAN COL, PENROSE MEM LIBR	HTM	WA	Academic	6	6	0	1	1	0	4	0	1:00:00	1:00:00	0:00:00
WICHITA PUB LIBR	KFW	KS	Public	2	2	0	1	1	0	1	0	0:00:00	0:00:00	0:00:00
WILLAMETTE UNIV LIBR	OWS	OR	Academic	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
WILLIAM PATERSON UNIV OF NEW JERSEY LIBR	NJP	NJ	Academic	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
WILLIAMS CNTY PUB LIBR	OHWCP	OH	Public	1	1	0	0	0	0	1	0	0:00:00	0:00:00	0:00:00
WILLIAMSBURG REG LIBR	VAK	VA	Public	1	1	0	1	1	0	1	0	2:00:00	2:00:00	0:00:00
WINNEFOX LIBR SYST	GZK	WI	Public	1	1	0	1	1	0	0	0	1:00:00	1:00:00	0:00:00
WINTER PARK PUB LIBR	CG4	FL	Public	1	1	0	1	1	0	0	0	2:00:00	2:00:00	0:00:00
WOODSTOCK PUB LIBR	LF8	IL	Public	1	1	0	1	1	0	0	0	0:00:00	0:00:00	0:00:00
YAKIMA VAL LIBRS	YVR	WA	Public	7	7	1	2	2	0	5	0	0:12:00	0:12:00	0:00:00
YORK CNTY LIBR	ZKD	SC	Public	2	2	0	0	0	0	2	0	0:00:00	0:00:00	0:00:00


